"Species"	"Isolation_Source"
"UBA10110 sp003524745"	"other"
"UBA10117 sp10117u"	"other"
"UBA10118 sp003524845"	"other"
"UBA10119 sp001002135"	"other"
"UBA10119 sp001787405"	"other"
"UBA10119 sp900299405"	"other"
"UBA10122 sp001001185"	"other"
"UBA10122 sp001817215"	"other"
"UBA10133 sp000998025"	"other"
"UBA10133 sp001000865"	"other"
"UBA10133 sp001001485"	"other"
"UBA10133 sp001774685"	"other"
"UBA10133 sp002789895"	"other"
"UBA10133 sp003531665"	"other"
"UBA10138 sp000995845"	"other"
"UBA1014 sp001469005"	"other"
"UBA1014 sp002683785"	"other"
"UBA10146 sp001001925"	"other"
"UBA10146 sp016212585"	"other"
"UBA10151 sp001776635"	"other"
"UBA10151 sp001776935"	"other"
"UBA10151 sp001777455"	"other"
"UBA10151 sp016176415"	"other"
"UBA10151 sp016183245"	"other"
"UBA10151 sp016183265"	"other"
"UBA10151 sp016183305"	"other"
"UBA10151 sp016184225"	"other"
"UBA10151 sp018816815"	"other"
"UBA10151 sp018817205"	"other"
"UBA10161 sp10161u"	"other"
"UBA10161 sp903892905"	"other"
"UBA10165 sp001816475"	"other"
"UBA10166 sp001799695"	"other"
"UBA10169 sp003505155"	"other"
"UBA10170 sp001798165"	"other"
"UBA10174 sp003528115"	"other"
"UBA1018 sp002291495"	"other"
"UBA1018 sp014378465"	"other"
"UBA10181 sp001784285"	"other"
"UBA10183 sp001871815"	"other"
"UBA10183 sp002771475"	"other"
"UBA10183 sp002780805"	"other"
"UBA10183 sp003485765"	"other"
"UBA10183 sp018819285"	"other"
"UBA10183 sp018824725"	"other"
"UBA10185 sp000994815"	"other"
"UBA10190 sp001817065"	"other"
"UBA10191 sp10036u"	"other"
"UBA10197 sp003501255"	"other"
"UBA10199 sp001797365"	"other"
"UBA102 sp001875425"	"other"
"UBA102 sp002509225"	"other"
"UBA1020 sp000503915"	"other"
"UBA1020 sp002316545"	"other"
"UBA1020 sp002335175"	"other"
"UBA1020 sp002348605"	"other"
"UBA1020 sp002348615"	"other"
"UBA1020 sp002434005"	"other"
"UBA1020 sp002455275"	"other"
"UBA1020 sp012270305"	"other"
"UBA1020 sp018060465"	"other"
"UBA10200 sp016180275"	"other"
"UBA10200 sp018302185"	"other"
"UBA10200 sp10200u"	"other"
"UBA10204 sp10204u"	"other"
"UBA10205 sp005239615"	"other"
"UBA10205 sp016202305"	"other"
"UBA10205 sp10205u"	"other"
"UBA10205 sp902386385"	"other"
"UBA10210 sp018304285"	"other"
"UBA10210 sp10210u"	"other"
"UBA10212 sp001790525"	"other"
"UBA10212 sp001790575"	"other"
"UBA10214 sp10214u"	"other"
"UBA10216 sp016180065"	"other"
"UBA10216 sp016180085"	"other"
"UBA10216 sp016180105"	"other"
"UBA10216 sp016184345"	"other"
"UBA10216 sp016188145"	"other"
"UBA10216 sp016188155"	"other"
"UBA10216 sp016192915"	"other"
"UBA10216 sp10216u"	"other"
"UBA10219 sp10219u"	"other"
"UBA10281 sp000437515"	"other"
"UBA10281 sp015055505"	"other"
"UBA10281 sp017396365"	"other"
"UBA10281 sp017453045"	"other"
"UBA10281 sp017466825"	"other"
"UBA10281 sp017479185"	"other"
"UBA10281 sp017504655"	"other"
"UBA10281 sp900548285"	"other"
"UBA10281 sp900554485"	"other"
"UBA10281 sp900556195"	"other"
"UBA10281 sp900764105"	"other"
"UBA10281 sp900767495"	"other"
"UBA10281 sp900767815"	"other"
"UBA10281 sp900767885"	"other"
"UBA10281 sp902766475"	"other"
"UBA10281 sp902797515"	"other"
"UBA10281 sp902797945"	"other"
"UBA10281 sp905235815"	"other"
"UBA10324 sp003455275"	"other"
"UBA10324 sp014190575"	"other"
"UBA10329 sp003456455"	"other"
"UBA10329 sp016124845"	"other"
"UBA10329 sp018402015"	"other"
"UBA10347 sp003485885"	"other"
"UBA10347 sp905182135"	"other"
"UBA10348 sp002469915"	"other"
"UBA10348 sp013204185"	"other"
"UBA10349 sp003485905"	"other"
"UBA10349 sp018660405"	"other"
"UBA10364 sp002378005"	"other"
"UBA10364 sp002387615"	"other"
"UBA10364 sp002430755"	"other"
"UBA10364 sp002685435"	"other"
"UBA10364 sp002707525"	"other"
"UBA10364 sp003023665"	"other"
"UBA10364 sp003045825"	"other"
"UBA10364 sp003385605"	"other"
"UBA10364 sp003445735"	"other"
"UBA10364 sp003455605"	"other"
"UBA10364 sp003487785"	"other"
"UBA10364 sp011525035"	"other"
"UBA10364 sp012269745"	"other"
"UBA10364 sp013911625"	"other"
"UBA10364 sp018402665"	"other"
"UBA10364 sp018623275"	"other"
"UBA10364 sp902614915"	"other"
"UBA10364 sp905182675"	"other"
"UBA10365 sp003536295"	"other"
"UBA1038 sp002305755"	"other"
"UBA1038 sp012512355"	"other"
"UBA1038 sp012513645"	"other"
"UBA1038 sp012513735"	"other"
"UBA10424 sp003500165"	"other"
"UBA10425 sp003499545"	"other"
"UBA10426 sp003499525"	"other"
"UBA10428 sp003252385"	"other"
"UBA10428 sp003508755"	"other"
"UBA10428 sp016699695"	"other"
"UBA10428 sp016929525"	"other"
"UBA10428 sp016935435"	"other"
"UBA10428 sp016938235"	"other"
"UBA10438 sp002426145"	"other"
"UBA10438 sp003488525"	"other"
"UBA10438 sp016873895"	"other"
"UBA10438 sp018882895"	"other"
"UBA10438 sp903939735"	"other"
"UBA10449 sp001917815"	"other"
"UBA10449 sp001917895"	"other"
"UBA10449 sp003446775"	"other"
"UBA10449 sp005879945"	"other"
"UBA10449 sp005880315"	"other"
"UBA10449 sp005880855"	"other"
"UBA10450 sp003219195"	"other"
"UBA10450 sp003219995"	"other"
"UBA10450 sp003445855"	"other"
"UBA10452 sp002501855"	"other"
"UBA10452 sp003176995"	"other"
"UBA10452 sp009665115"	"other"
"UBA10452 sp009898475"	"other"
"UBA1046 sp002316595"	"other"
"UBA1046 sp012511325"	"other"
"UBA1046 sp012519085"	"other"
"UBA1046 sp012838475"	"other"
"UBA1046 sp012839385"	"other"
"UBA1049 sp002841455"	"other"
"UBA1049 sp003452915"	"other"
"UBA10511 sp003508595"	"other"
"UBA10511 sp903861195"	"other"
"UBA10518 sp003604995"	"other"
"UBA10536 sp10536u"	"other"
"UBA10566 sp002399025"	"other"
"UBA10566 sp002399565"	"other"
"UBA10566 sp002407855"	"other"
"UBA10566 sp002423895"	"other"
"UBA10566 sp012837565"	"other"
"UBA10566 sp017860255"	"other"
"UBA10566 sp017860275"	"other"
"UBA10566 sp017988355"	"other"
"UBA1062 sp001896555"	"other"
"UBA1062 sp002316295"	"other"
"UBA1062 sp002448235"	"other"
"UBA1062 sp018433085"	"other"
"UBA1062 sp018433775"	"other"
"UBA1062 sp018436855"	"other"
"UBA1063 sp002316275"	"other"
"UBA1063 sp002421425"	"other"
"UBA1064 sp002316235"	"other"
"UBA10646 sp003456175"	"other"
"UBA10646 sp004292605"	"other"
"UBA10649 sp003456155"	"other"
"UBA10649 sp016125355"	"other"
"UBA10649 sp016717115"	"other"
"UBA10649 sp017849335"	"other"
"UBA10649 sp017856385"	"other"
"UBA10649 sp903908025"	"other"
"UBA10649 sp903934925"	"other"
"UBA10649 sp903940375"	"other"
"UBA10656 sp002085445"	"other"
"UBA10656 sp003645185"	"other"
"UBA1066 sp002308255"	"other"
"UBA1066 sp002316215"	"other"
"UBA1066 sp002350625"	"other"
"UBA1066 sp002369495"	"other"
"UBA1066 sp002371465"	"other"
"UBA1066 sp003446335"	"other"
"UBA1066 sp015057835"	"other"
"UBA1066 sp017404585"	"other"
"UBA1066 sp017420605"	"other"
"UBA1066 sp017430765"	"other"
"UBA1066 sp017433725"	"other"
"UBA1066 sp017514845"	"other"
"UBA1066 sp018065025"	"other"
"UBA1066 sp900313955"	"other"
"UBA1066 sp900314565"	"other"
"UBA1066 sp900315305"	"other"
"UBA1066 sp900317045"	"other"
"UBA1066 sp900317515"	"other"
"UBA1066 sp900319795"	"other"
"UBA1066 sp900320575"	"other"
"UBA1066 sp900320615"	"other"
"UBA1066 sp902766655"	"other"
"UBA1066 sp902766945"	"other"
"UBA1066 sp902766955"	"other"
"UBA1066 sp902773435"	"other"
"UBA1066 sp902776305"	"other"
"UBA1066 sp902779245"	"other"
"UBA1066 sp902783325"	"other"
"UBA1066 sp902783935"	"other"
"UBA1066 sp902785985"	"other"
"UBA1066 sp902788035"	"other"
"UBA1066 sp902797075"	"other"
"UBA1066 sp902803245"	"other"
"UBA1066 sp902803505"	"other"
"UBA1066 sp902803635"	"other"
"UBA1067 sp002298665"	"other"
"UBA1067 sp002315875"	"other"
"UBA1067 sp002321305"	"other"
"UBA1067 sp002350535"	"other"
"UBA1067 sp002351765"	"other"
"UBA1067 sp002363575"	"other"
"UBA1067 sp002369235"	"other"
"UBA1067 sp002371135"	"other"
"UBA1067 sp002371755"	"other"
"UBA1067 sp002392765"	"other"
"UBA1067 sp002395905"	"other"
"UBA1067 sp002440145"	"other"
"UBA1067 sp002449695"	"other"
"UBA1067 sp004551905"	"other"
"UBA1067 sp015061665"	"other"
"UBA1067 sp016284515"	"other"
"UBA1067 sp016288465"	"other"
"UBA1067 sp016296065"	"other"
"UBA1067 sp016303225"	"other"
"UBA1067 sp017385345"	"other"
"UBA1067 sp017389885"	"other"
"UBA1067 sp017395505"	"other"
"UBA1067 sp017403825"	"other"
"UBA1067 sp017405115"	"other"
"UBA1067 sp017406465"	"other"
"UBA1067 sp017412325"	"other"
"UBA1067 sp017418445"	"other"
"UBA1067 sp017432385"	"other"
"UBA1067 sp017447805"	"other"
"UBA1067 sp017463935"	"other"
"UBA1067 sp017507065"	"other"
"UBA1067 sp017514235"	"other"
"UBA1067 sp017520845"	"other"
"UBA1067 sp017525475"	"other"
"UBA1067 sp017542055"	"other"
"UBA1067 sp017547265"	"other"
"UBA1067 sp017628025"	"other"
"UBA1067 sp017628165"	"other"
"UBA1067 sp017629455"	"other"
"UBA1067 sp017631385"	"other"
"UBA1067 sp017648225"	"other"
"UBA1067 sp017650345"	"other"
"UBA1067 sp017652705"	"other"
"UBA1067 sp017959645"	"other"
"UBA1067 sp017965685"	"other"
"UBA1067 sp018384485"	"other"
"UBA1067 sp900320855"	"other"
"UBA1067 sp900321255"	"other"
"UBA1067 sp900321575"	"other"
"UBA1067 sp900767325"	"other"
"UBA1067 sp902761275"	"other"
"UBA1067 sp902770045"	"other"
"UBA1067 sp902772905"	"other"
"UBA1067 sp902773015"	"other"
"UBA1067 sp902776615"	"other"
"UBA1067 sp902780865"	"other"
"UBA1067 sp902788415"	"other"
"UBA1067 sp902799385"	"other"
"UBA1067 sp902799955"	"other"
"UBA1067 sp902800055"	"other"
"UBA1067 sp902801025"	"other"
"UBA1067 sp904502135"	"other"
"UBA10677 sp003533505"	"other"
"UBA10677 sp017623435"	"other"
"UBA10677 sp900543755"	"other"
"UBA10677 sp900553005"	"other"
"UBA10677 sp900760475"	"other"
"UBA10677 sp900762945"	"other"
"UBA10677 sp900767465"	"other"
"UBA10799 sp003452655"	"other"
"UBA10799 sp018003655"	"other"
"UBA10806 sp001775395"	"other"
"UBA10806 sp003520965"	"other"
"UBA1081 sp002431305"	"other"
"UBA1081 sp017465825"	"other"
"UBA1081 sp017473925"	"other"
"UBA1081 sp017531385"	"other"
"UBA1081 sp017549285"	"other"
"UBA1081 sp017631795"	"other"
"UBA1081 sp900314355"	"other"
"UBA1081 sp900321595"	"other"
"UBA1081 sp900543395"	"other"
"UBA10834 sp10834u"	"other"
"UBA10906 sp003542275"	"other"
"UBA10906 sp014191975"	"other"
"UBA10906 sp900299045"	"other"
"UBA10906 sp903834465"	"other"
"UBA10906 sp903847275"	"other"
"UBA10906 sp903848905"	"other"
"UBA10906 sp903848935"	"other"
"UBA10906 sp903867225"	"other"
"UBA10906 sp903870545"	"other"
"UBA10906 sp903876445"	"other"
"UBA10906 sp903877065"	"other"
"UBA10906 sp903889445"	"other"
"UBA10906 sp903904275"	"other"
"UBA10906 sp903953455"	"other"
"UBA10908 sp003542355"	"other"
"UBA10908 sp012729355"	"other"
"UBA10908 sp012841925"	"other"
"UBA10939 sp002408385"	"other"
"UBA1096 sp002170545"	"other"
"UBA1096 sp002299785"	"other"
"UBA1096 sp002453165"	"other"
"UBA1096 sp002684915"	"other"
"UBA1096 sp002686755"	"other"
"UBA1096 sp002689335"	"other"
"UBA1096 sp002708005"	"other"
"UBA1096 sp002721375"	"other"
"UBA1096 sp003972865"	"other"
"UBA1096 sp011523195"	"other"
"UBA1096 sp014382705"	"other"
"UBA1096 sp015658765"	"other"
"UBA1096 sp018674955"	"other"
"UBA10988 sp002409445"	"other"
"UBA10988 sp016235455"	"other"
"UBA1100 sp002718935"	"other"
"UBA1100 sp002719595"	"other"
"UBA1100 sp003517285"	"other"
"UBA1100 sp011523245"	"other"
"UBA1100 sp902551155"	"other"
"UBA11029 sp002411145"	"other"
"UBA11034 sp003514205"	"other"
"UBA11051 sp003542955"	"other"
"UBA11063 sp002892535"	"other"
"UBA11063 sp003538525"	"other"
"UBA11063 sp003962895"	"other"
"UBA11063 sp003962985"	"other"
"UBA11063 sp003963245"	"other"
"UBA11063 sp008017145"	"other"
"UBA11063 sp008017155"	"other"
"UBA11063 sp018061465"	"other"
"UBA11063 sp903891375"	"other"
"UBA11073 sp003536545"	"other"
"UBA11073 sp013289145"	"other"
"UBA11090 sp002839205"	"other"
"UBA11096 sp003534055"	"other"
"UBA11096 sp003696155"	"other"
"UBA11096 sp011006175"	"other"
"UBA11098 sp003534085"	"other"
"UBA11136 sp002686135"	"other"
"UBA11136 sp016776635"	"other"
"UBA11153 sp003511885"	"other"
"UBA11155 sp003511945"	"other"
"UBA11164 sp002420085"	"other"
"UBA11222 sp003454415"	"other"
"UBA11222 sp009693835"	"other"
"UBA1123 sp002313895"	"other"
"UBA1123 sp002710885"	"other"
"UBA11236 sp003455335"	"other"
"UBA1124 sp002313265"	"other"
"UBA1127 sp002311595"	"other"
"UBA11320 sp003452185"	"other"
"UBA11320 sp016199985"	"other"
"UBA11320 sp016793885"	"other"
"UBA11320 sp016871475"	"other"
"UBA11346 sp003482625"	"other"
"UBA11346 sp017302815"	"other"
"UBA1135 sp002311925"	"other"
"UBA1135 sp003501525"	"other"
"UBA11358 sp003139955"	"other"
"UBA11358 sp003151855"	"other"
"UBA11358 sp003455565"	"other"
"UBA11358 sp903820285"	"other"
"UBA11358 sp903822015"	"other"
"UBA11358 sp903827955"	"other"
"UBA11358 sp903833055"	"other"
"UBA11358 sp903835255"	"other"
"UBA11358 sp903842235"	"other"
"UBA11358 sp903847285"	"other"
"UBA11358 sp903850425"	"other"
"UBA11358 sp903858275"	"other"
"UBA11358 sp903861445"	"other"
"UBA11358 sp903865745"	"other"
"UBA11358 sp903870815"	"other"
"UBA11358 sp903872345"	"other"
"UBA11358 sp903875465"	"other"
"UBA11358 sp903878805"	"other"
"UBA11358 sp903884535"	"other"
"UBA11358 sp903888765"	"other"
"UBA11358 sp903889895"	"other"
"UBA11358 sp903895255"	"other"
"UBA11358 sp903911825"	"other"
"UBA11358 sp903917705"	"other"
"UBA11358 sp903918885"	"other"
"UBA11358 sp903921455"	"other"
"UBA11358 sp903922735"	"other"
"UBA11358 sp903936645"	"other"
"UBA11358 sp903944085"	"other"
"UBA11359 sp003455555"	"other"
"UBA11359 sp903831815"	"other"
"UBA11361 sp001919995"	"other"
"UBA11361 sp005881295"	"other"
"UBA11361 sp005881495"	"other"
"UBA11371 sp003486305"	"other"
"UBA11373 sp003486285"	"other"
"UBA11373 sp016215655"	"other"
"UBA1138 sp002311875"	"other"
"UBA1138 sp002313925"	"other"
"UBA1138 sp002501085"	"other"
"UBA1138 sp002724575"	"other"
"UBA1138 sp003447875"	"other"
"UBA1138 sp009937285"	"other"
"UBA1138 sp012960225"	"other"
"UBA11386 sp003532715"	"other"
"UBA11386 sp016929515"	"other"
"UBA11386 sp016933425"	"other"
"UBA11393 sp002791835"	"other"
"UBA11393 sp003542655"	"other"
"UBA11398 sp003506065"	"other"
"UBA11398 sp009699465"	"other"
"UBA11398 sp009699705"	"other"
"UBA114 sp002506335"	"other"
"UBA1140 sp002311915"	"other"
"UBA1140 sp003978395"	"other"
"UBA1140 sp006212005"	"other"
"UBA1140 sp010892395"	"other"
"UBA1140 sp013153055"	"other"
"UBA1140 sp013153825"	"other"
"UBA1140 sp014763905"	"other"
"UBA1140 sp015494795"	"other"
"UBA1140 sp018822805"	"other"
"UBA1140 sp902727895"	"other"
"UBA1140 sp902727935"	"other"
"UBA1140 sp902727995"	"other"
"UBA11400 sp003448835"	"other"
"UBA11403 sp002423125"	"other"
"UBA1141 sp002311385"	"other"
"UBA1141 sp002816455"	"other"
"UBA1141 sp002817055"	"other"
"UBA11426 sp002346225"	"other"
"UBA11426 sp003448375"	"other"
"UBA1144 sp002311855"	"other"
"UBA11452 sp002069785"	"other"
"UBA11452 sp003526375"	"other"
"UBA11452 sp015061565"	"other"
"UBA11452 sp017646015"	"other"
"UBA1146 sp002311345"	"other"
"UBA1147 sp002311315"	"other"
"UBA11471 sp000434215"	"other"
"UBA11471 sp017462265"	"other"
"UBA11471 sp900542765"	"other"
"UBA11471 sp900547555"	"other"
"UBA11471 sp905210875"	"other"
"UBA11475 sp003538975"	"other"
"UBA11475 sp017624285"	"other"
"UBA11475 sp017646555"	"other"
"UBA1149 sp002311335"	"other"
"UBA1149 sp012960245"	"other"
"UBA1149 sp014382245"	"other"
"UBA11490 sp003524095"	"other"
"UBA11490 sp015055515"	"other"
"UBA11490 sp015055605"	"other"
"UBA11490 sp015055665"	"other"
"UBA11490 sp015055815"	"other"
"UBA11490 sp016297915"	"other"
"UBA11490 sp017399265"	"other"
"UBA11490 sp017453125"	"other"
"UBA11490 sp017553065"	"other"
"UBA11490 sp017964105"	"other"
"UBA11490 sp905236445"	"other"
"UBA1151 sp002311865"	"other"
"UBA1151 sp013204555"	"other"
"UBA11512 sp003522145"	"other"
"UBA11512 sp017452335"	"other"
"UBA11512 sp017454525"	"other"
"UBA11512 sp017465885"	"other"
"UBA11512 sp017935195"	"other"
"UBA11524 sp000437595"	"other"
"UBA11524 sp015056085"	"other"
"UBA11524 sp015056155"	"other"
"UBA11524 sp015056325"	"other"
"UBA11524 sp015056415"	"other"
"UBA11524 sp017397765"	"other"
"UBA11524 sp017410455"	"other"
"UBA11524 sp017463245"	"other"
"UBA11524 sp017465155"	"other"
"UBA11524 sp017471885"	"other"
"UBA11524 sp017481825"	"other"
"UBA11524 sp017502305"	"other"
"UBA11524 sp017513475"	"other"
"UBA11524 sp017936765"	"other"
"UBA11524 sp017938695"	"other"
"UBA11524 sp900769075"	"other"
"UBA11540 sp003445125"	"other"
"UBA11549 sp002439085"	"other"
"UBA11549 sp002440235"	"other"
"UBA11549 sp017476085"	"other"
"UBA11549 sp017480385"	"other"
"UBA11549 sp017539865"	"other"
"UBA11549 sp017616015"	"other"
"UBA11549 sp900550445"	"other"
"UBA11549 sp900768185"	"other"
"UBA11549 sp902777205"	"other"
"UBA11574 sp002868985"	"other"
"UBA11574 sp003486165"	"other"
"UBA11576 sp11576u"	"other"
"UBA11579 sp003250455"	"other"
"UBA11579 sp003486225"	"other"
"UBA11579 sp016932165"	"other"
"UBA11591 sp003487525"	"other"
"UBA11600 sp002714165"	"other"
"UBA11600 sp002717745"	"other"
"UBA11600 sp002720285"	"other"
"UBA11600 sp002730735"	"other"
"UBA11606 sp002694825"	"other"
"UBA11606 sp002699625"	"other"
"UBA11606 sp002729125"	"other"
"UBA11606 sp009937405"	"other"
"UBA11606 sp017852795"	"other"
"UBA11606 sp018699415"	"other"
"UBA11606 sp905480195"	"other"
"UBA1161 sp002311745"	"other"
"UBA11618 sp003539915"	"other"
"UBA1162 sp002311135"	"other"
"UBA1162 sp003142375"	"other"
"UBA1163 sp002311635"	"other"
"UBA1163 sp002327885"	"other"
"UBA1163 sp002327985"	"other"
"UBA1163 sp002780715"	"other"
"UBA1163 sp013388645"	"other"
"UBA11650 sp002401285"	"other"
"UBA11650 sp002708395"	"other"
"UBA11650 sp002710215"	"other"
"UBA11654 sp001629325"	"other"
"UBA11654 sp002691305"	"other"
"UBA11654 sp002691465"	"other"
"UBA11654 sp002717445"	"other"
"UBA11654 sp002718375"	"other"
"UBA11654 sp902553145"	"other"
"UBA11657 sp002296125"	"other"
"UBA11657 sp002311455"	"other"
"UBA11657 sp002346435"	"other"
"UBA11657 sp002377585"	"other"
"UBA11663 sp002313415"	"other"
"UBA11663 sp002469765"	"other"
"UBA11663 sp002683345"	"other"
"UBA11663 sp002729115"	"other"
"UBA11663 sp002863145"	"other"
"UBA11663 sp011524845"	"other"
"UBA11682 sp003455945"	"other"
"UBA11699 sp003482855"	"other"
"UBA117 sp002494785"	"other"
"UBA11703 sp001822075"	"other"
"UBA11704 sp003518045"	"other"
"UBA11704 sp018062965"	"other"
"UBA11704 sp018063165"	"other"
"UBA11704 sp903834855"	"other"
"UBA11704 sp903875555"	"other"
"UBA11705 sp002773615"	"other"
"UBA11705 sp003518055"	"other"
"UBA11707 sp003518105"	"other"
"UBA11707 sp903848275"	"other"
"UBA11707 sp903891735"	"other"
"UBA11710 sp003510435"	"other"
"UBA11712 sp000995965"	"other"
"UBA11712 sp001784875"	"other"
"UBA11713 sp001778985"	"other"
"UBA11716 sp9638u"	"other"
"UBA11717 sp002774875"	"other"
"UBA11717 sp003509895"	"other"
"UBA1172 sp002457135"	"other"
"UBA1172 sp011522975"	"other"
"UBA1174 sp002311025"	"other"
"UBA1174 sp017417005"	"other"
"UBA1174 sp017534965"	"other"
"UBA1174 sp017618215"	"other"
"UBA1174 sp900556855"	"other"
"UBA1174 sp902787065"	"other"
"UBA1174 sp902791965"	"other"
"UBA11740 sp003168335"	"other"
"UBA11740 sp003222855"	"other"
"UBA11740 sp003222895"	"other"
"UBA11740 sp003487805"	"other"
"UBA1177 sp002309575"	"other"
"UBA1177 sp002310035"	"other"
"UBA1177 sp002310995"	"other"
"UBA1177 sp016290135"	"other"
"UBA1177 sp017405875"	"other"
"UBA1177 sp017538365"	"other"
"UBA1177 sp017615095"	"other"
"UBA1177 sp017645765"	"other"
"UBA1177 sp017961325"	"other"
"UBA1177 sp902774115"	"other"
"UBA1177 sp902780365"	"other"
"UBA1177 sp905233945"	"other"
"UBA1177 sp905235605"	"other"
"UBA11774 sp003507655"	"other"
"UBA11774 sp900556645"	"other"
"UBA1179 sp002309915"	"other"
"UBA1179 sp002310015"	"other"
"UBA1179 sp002310175"	"other"
"UBA1179 sp002340405"	"other"
"UBA1179 sp017530735"	"other"
"UBA1179 sp017551925"	"other"
"UBA1179 sp017556585"	"other"
"UBA1179 sp017557635"	"other"
"UBA1179 sp017612875"	"other"
"UBA1179 sp017615835"	"other"
"UBA1179 sp017642425"	"other"
"UBA1179 sp017647575"	"other"
"UBA1179 sp017651315"	"other"
"UBA1179 sp018065615"	"other"
"UBA1179 sp900318995"	"other"
"UBA1179 sp900319225"	"other"
"UBA1179 sp902760965"	"other"
"UBA1179 sp902763885"	"other"
"UBA1179 sp902774275"	"other"
"UBA1179 sp902774335"	"other"
"UBA1179 sp902779875"	"other"
"UBA1179 sp902782245"	"other"
"UBA1179 sp902798685"	"other"
"UBA1179 sp902799685"	"other"
"UBA1179 sp902802285"	"other"
"UBA1179 sp905234745"	"other"
"UBA1179 sp905235565"	"other"
"UBA11791 sp002714255"	"other"
"UBA11791 sp012960345"	"other"
"UBA11791 sp905612355"	"other"
"UBA11795 sp002708065"	"other"
"UBA1181 sp002310215"	"other"
"UBA1181 sp015061185"	"other"
"UBA1181 sp016285885"	"other"
"UBA1181 sp017430235"	"other"
"UBA1181 sp017527905"	"other"
"UBA1181 sp017550335"	"other"
"UBA1181 sp017551675"	"other"
"UBA1181 sp017630395"	"other"
"UBA1181 sp017649635"	"other"
"UBA1181 sp017962085"	"other"
"UBA1181 sp900769555"	"other"
"UBA1181 sp902766045"	"other"
"UBA1181 sp902784425"	"other"
"UBA1183 sp002309885"	"other"
"UBA11855 sp11852u"	"other"
"UBA11858 sp003513015"	"other"
"UBA11865 sp003519205"	"other"
"UBA11869 sp002692205"	"other"
"UBA11869 sp002698845"	"other"
"UBA11869 sp002721165"	"other"
"UBA11869 sp014239225"	"other"
"UBA11872 sp002433065"	"other"
"UBA11872 sp009839425"	"other"
"UBA11872 sp011523785"	"other"
"UBA11873 sp003540955"	"other"
"UBA1188 sp002310135"	"other"
"UBA1188 sp017541975"	"other"
"UBA1188 sp017960565"	"other"
"UBA1188 sp900318975"	"other"
"UBA1188 sp905235635"	"other"
"UBA11883 sp002714565"	"other"
"UBA11889 sp002313255"	"other"
"UBA11889 sp002708205"	"other"
"UBA11889 sp002715785"	"other"
"UBA11889 sp002719135"	"other"
"UBA1189 sp002309805"	"other"
"UBA1189 sp015060865"	"other"
"UBA1189 sp016291905"	"other"
"UBA1189 sp017396545"	"other"
"UBA1189 sp017424485"	"other"
"UBA1189 sp017465905"	"other"
"UBA1189 sp017517925"	"other"
"UBA1189 sp017520935"	"other"
"UBA1189 sp017542145"	"other"
"UBA1189 sp017555875"	"other"
"UBA1189 sp017556045"	"other"
"UBA1189 sp017557005"	"other"
"UBA1189 sp017615125"	"other"
"UBA1189 sp017622495"	"other"
"UBA1189 sp017650105"	"other"
"UBA11891 sp003533785"	"other"
"UBA11891 sp009886755"	"other"
"UBA11891 sp011524905"	"other"
"UBA119 sp002505945"	"other"
"UBA1195 sp002308135"	"other"
"UBA1195 sp002309855"	"other"
"UBA1195 sp017613015"	"other"
"UBA1195 sp902774175"	"other"
"UBA1195 sp905236885"	"other"
"UBA11957 sp003542935"	"other"
"UBA11957 sp016301965"	"other"
"UBA11957 sp910588295"	"other"
"UBA11986 sp003541875"	"other"
"UBA11996 sp002320875"	"other"
"UBA11996 sp002435305"	"other"
"UBA11996 sp002500485"	"other"
"UBA11996 sp002722155"	"other"
"UBA11996 sp002728195"	"other"
"UBA11996 sp003228105"	"other"
"UBA11996 sp009392675"	"other"
"UBA11996 sp012965485"	"other"
"UBA11998 sp002686315"	"other"
"UBA1200 sp002309765"	"other"
"UBA1200 sp017454745"	"other"
"UBA1201 sp002309675"	"other"
"UBA1201 sp017543445"	"other"
"UBA1201 sp017548765"	"other"
"UBA1201 sp017550425"	"other"
"UBA1201 sp017615545"	"other"
"UBA1201 sp900319565"	"other"
"UBA12014 sp002167845"	"other"
"UBA12014 sp002683215"	"other"
"UBA12014 sp002684855"	"other"
"UBA12014 sp002690755"	"other"
"UBA12014 sp009936695"	"other"
"UBA12014 sp014237965"	"other"
"UBA12014 sp905480395"	"other"
"UBA12015 sp003447545"	"other"
"UBA12018 sp003447595"	"other"
"UBA12026 sp000989765"	"other"
"UBA12026 sp000990005"	"other"
"UBA12028 sp001002285"	"other"
"UBA1203 sp002309695"	"other"
"UBA1203 sp017500825"	"other"
"UBA12030 sp10106u"	"other"
"UBA12037 sp003527485"	"other"
"UBA12042 sp001002325"	"other"
"UBA12042 sp001775555"	"other"
"UBA12044 sp000989675"	"other"
"UBA12049 sp001784155"	"other"
"UBA1205 sp002309475"	"other"
"UBA1205 sp017616775"	"other"
"UBA1205 sp017618435"	"other"
"UBA1205 sp905233585"	"other"
"UBA12053 sp001001345"	"other"
"UBA12053 sp001003855"	"other"
"UBA12059 sp001829185"	"other"
"UBA12059 sp018815555"	"other"
"UBA1206 sp000433115"	"other"
"UBA1206 sp002305335"	"other"
"UBA1206 sp002310055"	"other"
"UBA1206 sp017429165"	"other"
"UBA1206 sp902772845"	"other"
"UBA12068 sp000991245"	"other"
"UBA12068 sp000991645"	"other"
"UBA12068 sp000992325"	"other"
"UBA12068 sp003507445"	"other"
"UBA12068 sp013336225"	"other"
"UBA12075 sp003514005"	"other"
"UBA12077 sp001768235"	"other"
